"2021-05-07","surf_crackdesert_evo2","missing map wr bot","Tjuppis @SurfHeaven","","",150799342
"2021-05-07","surf_mesa_revo","lorty toxic and he said fuck his dead mom","GambleGott69","","",
"2021-05-07","surf_mesa_revo","|NewLarty","Rhino","","",
"2021-05-07","surf_mesa_revo","larty","GambleGott69","","",
"2021-05-07","surf_mesa_revo","Larty Toxic Player","BollyAnus","","",
"2021-05-07","surf_mesa_revo","larty","GambleGott69","","",
"2021-05-06","surf_illusion","accidentally cheated (boost to 3500) stage 1 record on surf_illusion, my bad","\u3010Queaw\u3011","","",32848432
"2021-05-06","surf_illusion","s1 glitched","chris","","",289222444
"2021-05-04","surf_ixtab","questionable bhop on s4","latosaysikasi","ty","Robert",162106814
"2021-05-02","surf_vegetables","s2 doubleboost","Smeerpaup","","",109748884
"2021-05-02","surf_deathstar","map doesnt work","Gengsta","Should be fixed now :) ","Robert",438153443
"2021-05-02","surf_666","where is b6 replay bot ? ","\u1da0\u02e2yigitamasad","","",294973825
"2021-04-28","surf_fortum","annoying b1 route v2, i suggest blocking off the entire left side since its not intended anywa","Liquidator","","",
"2021-04-28","surf_fornax","You can go through the wall at the end of b1","ItSocks","","",
"2021-04-22","surf_intense","if i fail in s1 and use my saveloc for start zone, when i jump for a new run it resets me to the start zone default pos","kuedon","yea it is because the map has two zones, try to not run between them","Robert",109579189
"2021-04-21","surf_fast","make b2 doable cuz its not rn","chris","","",289222444
"2021-04-18","surf_parc_colore","s5 wrcp? :DDDDDDD","Saosin v2","","",206981724
"2021-04-18","surf_parc_colore","yea s5 dont look too good","chris","","",289222444
"2021-04-18","surf_dynamics_fixed","booster on second last ramp sometimes turns into a bouncer and says &quot;cant get in bruv&quot;","house","","",37964988
"2021-04-17","surf_aircontrol_ksf","3rd bhop on b2 dont give u the right units","chris","shit bonus will remove it","Robert",289222444
"2021-04-14","surf_fortress","block the triggerhop demonstrated by s1 wrcp to skip third ramp. oversight monka","house","not a triggerhop, just bad trigger.. blocked","bro",
"2021-04-11","surf_simpsons_go_rc2","b2 what is this","\u1da0\u02e2EErdgdu","strafe hack :(","Robert",339901891
"2021-04-10","surf_jumble","b5 doesnt exist ","Liquidator","tru","Granis",353708445
"2021-04-08","surf_hotwheels","on b8 you can walk through the main map startzone and then do the map normally","jkdsk","is that an issue? blocked it though","ItSocks",126379536
"2021-04-07","surf_prelude_ksf","&lt;so dark&gt;","Sia","increase your brightness","bro",851366007
"2021-04-05","surf_ethereal","wr s3 bounce probably not allowed","Liquidator","yes, time added","bro",
"2021-04-05","surf_colors_beta1","&quot;missing colors_beta1 map replay on #2?&quot;","abc","no? its there","bro",38379134
"2021-04-03","surf_sanctuary","surf_sanctuary isn't showing bonus 3 bot","cal","Nobody has finished it..","Robert",189498481
"2021-03-31","surf_sunset2_fix","no replay on s5","latosaysikasi","Reload map","Robert",162106814
"2021-03-31","surf_sunset2_fix","s5 my time got reported (by leffe himself) for the same bhop and got removed so remove this already ","Don","Removed","Robert",106711751
"2021-03-30","surf_6","fix bonus and make it actually surfable","latosaysikasi","Done","Robert",
"2021-03-25","surf_minecraft_2016_final","s1 lagged","&gt;:( \u0660 Mr.PogoMogoFogoNogo","very","Robert",183313005
"2021-03-24","surf_classics3_fix","s13 lagged?","latosaysikasi","No sir","Robert",162106814
"2021-03-24","surf_limbo_go","wr route skips cp3 so wr comparisons are weird","granis","fixed","Robert",38142345
"2021-03-23","surf_mokuzai","on the website it says this is t4, but !m says t5","jkdsk","fixed ty","Robert",126379536
