"2021-01-12","surf_waterworks","waterworks skip part could really use some lasers :)","whz1gud","","",219496353
"2021-01-12","surf_compulsive_h","before getting to stage 4 and doing !r its the t3 map","Burstz_Bbe &lt;3","","",1000329865
"2021-01-12","surf_sandman_v2","Maciek","Chuderlaczek","","",997199162
"2021-01-11","surf_axiom","block bhop at b2 possible without it :)","juve","ok","Robert",847307906
"2021-01-10","surf_gradient","This map is not tier-1","D0peX","","",25613235
"2021-01-09","surf_whoknows","this map should be one tier lower with 3.5k no longer being maxvel","LEFFE","","",80969784
"2021-01-08","surf_commune_too_beta5","website says t4, !m says t3","erk","ty","Robert",120084621
"2021-01-08","surf_extremex","when timer is paused and u spec spot and type !r then you will be at the beginning","tight","","",39118972
"2021-01-07","surf_nyx","this map is glitched af","Kermit","","",1151764217
"2021-01-06","surf_nyx","ambient sound","T0MMIH0MMI","","",286072106
"2021-01-06","surf_rooftopsv2","Obamarang","KovacZ","","",863643187
"2021-01-05","surf_mwag_reloaded","b2 nice start","LEFFE","ty","Robert",80969784
"2021-01-04","surf_sensation_fix","weird s2 version here on sh xd?","LEFFE","","",80969784
"2021-01-04","surf_epic","laser for s2 sc trigger?","LEFFE","","",80969784
"2021-01-04","surf_crackdesert_evo2","surf_crackdesert map has a broken b1 WR, startzone clips into endroom","JIBB","should be ok now","Robert",18089349
"2021-01-03","surf_mudkip_fix","checkpoint 1 and 2 not properly zoned or something","erk","","",120084621
"2021-01-01","surf_pancake","Rank 2 \/ 3 \/ 7 with unintended bhop, remove times.","wiuuuh","ty ","Robert",178163562
"2020-12-31","surf_christmas_fix","frequency bonus gayed jumping from lamp to end gg why did i have to see this day","wiuuuh","ty","Robert",178163562
"2020-12-31","surf_christmas_fix","S2 gayed like the surfer","wiuuuh","not really","Robert",178163562
"2020-12-31","surf_happyhands3","should extend startzone its already drop zone but only a small part, kinda annoying to snipe","leffe","donezo mcbunzo","Robert",80969784
"2020-12-31","surf_fast","s4 end is so rng is there a way so u can fix more height or possibly move endzone","leffe","end covers the square platform in the middle and you cant go over it","Robert",80969784
"2020-12-30","surf_swagtoast","think I lagged s8 not sure tho","Pign\u00fc","nah not poss","Robert",244891175
"2020-12-30","surf_crackdesert_evo2","trigger glitch on startzone of crackdesert_evo2, nothing critical but somehow anoying","Ninjah Koda","ty","Robert",224200970
"2020-12-30","surf_rapid_fix","\u0131 finish cyberwave and new map b1 but not give me po\u0131nts","Ikot\u0131a","you got points sir","Robert",386719930
"2020-12-28","surf_crystal","s2 superboost","&gt;:( \u0660 Mr.PogoMogoFogoNogo","ty","Robert",183313005
"2020-12-26","surf_kloakk","sidehud on 4k monitor is scaled up the wazoo, covers 60% of the screen from the left side any tips for fix robErt? ","hugo","!sidehud - disable everything - or try hud_scale in console","Robert",120698299
"2020-12-24","surf_looksmodern","if u have a run and spec bot u also get reset to s1 when u spawn","leffe","","",80969784
"2020-12-24","surf_looksmodern","i loaded in my time on s5 and got sent back to s1 :D","leffe","","",80969784
"2020-12-23","surf_gradient","noway this map t1 xd","leffe","","",80969784
"2020-12-23","surf_wisdom","s6 this the gayest thing ever","leffe","Not really","Robert",80969784
"2020-12-23","surf_wizard","nice bhops","leffe","Blocked","Robert",80969784
